13245.68379763874,14:01:52.175487
44527.93690542903,14:01:52.176643
63825.99168334704,14:01:52.176740
58580.113502515596,14:01:52.223093
44167.359950570026,14:01:52.223350
28242.107059395235,14:01:52.226466
15742.40666279778,14:01:52.226727
9123.425285123738,14:01:52.229547
5745.962733682756,14:01:52.229790
658.790341369001,14:01:52.273632
-7972.475469185905,14:01:52.273937
-15330.73939190839,14:01:52.276823
-17968.649999885285,14:01:52.277121
-16512.235985794003,14:01:52.279797
-13872.654223403993,14:01:52.280044
-14157.83476550888,14:01:52.282798
-19748.713459533134,14:01:52.283041
-24881.138165614913,14:01:52.285158
-21384.454539807244,14:01:52.285406
-12576.740536341113,14:01:52.286327
-8899.909618368267,14:01:52.286400
-14155.421620574107,14:01:52.321658
-21642.68158131902,14:01:52.321792
-23395.514520354212,14:01:52.322746
-19044.700873006444,14:01:52.322858
-10724.995030404112,14:01:52.323845
-2880.693325937117,14:01:52.323959
-1657.3872151964106,14:01:52.325047
-3532.757497225065,14:01:52.325180
-3554.6099643066714,14:01:52.373054
-5439.258134176039,14:01:52.373351
-8117.345859113636,14:01:52.375507
-5295.417189118081,14:01:52.375770
-584.8987976141815,14:01:52.377959
-1050.166106171069,14:01:52.378224
-4856.751840042948,14:01:52.380293
-5591.968621608923,14:01:52.380563
-1575.0979191528531,14:01:52.382269
1302.6505795172402,14:01:52.382506
1873.4623332453052,14:01:52.384611
4581.352496822463,14:01:52.384846
4994.611852197334,14:01:52.421669
-392.39653592903124,14:01:52.421903
-4705.26333819203,14:01:52.423342
-1857.614489268046,14:01:52.423541
3337.985758187976,14:01:52.424956
1468.9771192296428,14:01:52.425158
-6241.2222154614865,14:01:52.426599
-8255.854957382975,14:01:52.426799
-903.6979064366866,14:01:52.471347
6049.676546869101,14:01:52.471525
6721.291431150035,14:01:52.472693
4894.118113870703,14:01:52.472852
4565.311942691536,14:01:52.474017
4750.477456618008,14:01:52.474176
3373.403965437301,14:01:52.475290
1331.905646038662,14:01:52.475446
675.9695867058232,14:01:52.476587
1244.8766854596533,14:01:52.476749
325.8126536270569,14:01:52.522389
-2508.6409813098503,14:01:52.522695
-2620.337941081096,14:01:52.524404
1443.008744031953,14:01:52.524640
4120.85413413069,14:01:52.526425
4054.5267419623233,14:01:52.526669
6145.263470716884,14:01:52.528187
10954.977793082604,14:01:52.528423
14046.9611248376,14:01:52.571830
15566.743999057126,14:01:52.572083
14955.690990724734,14:01:52.573836
10047.32393824447,14:01:52.574060
6769.501501607049,14:01:52.575412
6607.3765755145505,14:01:52.575629
4360.154738659046,14:01:52.577142
-1291.6374553744845,14:01:52.577361
-8556.42635717715,14:01:52.622320
-11070.274886642184,14:01:52.622621
-7287.54534994708,14:01:52.624499
-4205.054117319939,14:01:52.624759
-6001.351535440495,14:01:52.626257
-10348.705840392198,14:01:52.626530
-10794.15303250293,14:01:52.627860
-8328.24131329358,14:01:52.628088
-7738.55590061176,14:01:52.629584
-6232.146355132523,14:01:52.629820
-3960.7240425866407,14:01:52.631436
-6029.84898546657,14:01:52.631674
-9130.770283885253,14:01:52.722244
-5761.209373873812,14:01:52.722550
937.6781737816752,14:01:52.724052
1660.8448934791452,14:01:52.724307
-4836.900320716785,14:01:52.725787
-9488.488595448274,14:01:52.726026
-5514.217810334524,14:01:52.727378
2045.9206061871935,14:01:52.727609
5630.270949356236,14:01:52.771991
5245.7403482070595,14:01:52.772249
4644.861545288605,14:01:52.773531
4111.743652435221,14:01:52.773754
-428.09726305689423,14:01:52.774968
-5093.432419818425,14:01:52.775184
-2223.2501877154195,14:01:52.776537
3414.325702880981,14:01:52.776756
3699.8138657073714,14:01:52.778118
371.82266446875883,14:01:52.778340
-276.27385543383554,14:01:52.779554
898.7042106580444,14:01:52.779769
2631.861086721191,14:01:52.781168
6598.180952900133,14:01:52.781387
8616.00689969728,14:01:52.822395
4257.215968133516,14:01:52.822693
-2637.6848276891124,14:01:52.824185
-4202.6937825261375,14:01:52.824441
-190.23556917221345,14:01:52.826094
3855.0544124513126,14:01:52.826353
4835.127361435871,14:01:52.827832
1222.4985714214472,14:01:52.828089
-4239.543789764989,14:01:52.871569
-5014.96107242608,14:01:52.871827
-1110.0214812836482,14:01:52.872992
2365.503957097099,14:01:52.873193
4275.785528272616,14:01:52.874306
2167.607702169716,14:01:52.874499
-3523.566802369875,14:01:52.875758
-4810.66046320631,14:01:52.875957
-1924.128016722325,14:01:52.877098
-1919.1171848968102,14:01:52.877296
-4227.869519226738,14:01:52.878415
-4646.548623748742,14:01:52.878608
-4101.271947266001,14:01:52.922382
-2945.7820867512537,14:01:52.922679
-480.3641896025166,14:01:52.924171
506.47379979144,14:01:52.924429
-1032.2509886529483,14:01:52.926264
-3341.447561569553,14:01:52.926532
-3607.785758198072,14:01:52.927982
-1401.3842550999047,14:01:52.928216
1993.1088030149808,14:01:52.971662
4779.361037535357,14:01:52.971903
3992.5413033625146,14:01:52.973093
2895.895717761052,14:01:52.973295
2782.517026606198,14:01:52.974430
-959.5606287710345,14:01:52.974625
-3431.322026135834,14:01:52.975863
82.77553692564936,14:01:52.976060
2308.86315220363,14:01:52.977202
721.3753568492476,14:01:52.977399
355.7733382276215,14:01:52.978521
1720.0291685087916,14:01:52.978717
1910.4287436428094,14:01:53.022112
82.80660925578061,14:01:53.022394
-2008.0219937348825,14:01:53.023740
-1181.02440415961,14:01:53.023975
1087.5514140568962,14:01:53.025323
654.4561648396332,14:01:53.025558
320.40732777702925,14:01:53.026871
2068.4343450800816,14:01:53.027083
600.8599759075213,14:01:53.121789
-5131.117047404175,14:01:53.122026
-6404.9802879411045,14:01:53.123169
-576.7049418118502,14:01:53.123366
3340.842044956563,14:01:53.124470
950.7993788260599,14:01:53.124667
-2373.871280829055,14:01:53.125778
-1626.3812375214256,14:01:53.125976
876.5263672450687,14:01:53.127072
955.8087543788843,14:01:53.127263
211.9922637089702,14:01:53.128383
769.5591180461604,14:01:53.128577
91.92581014849182,14:01:53.172232
-2187.425507647649,14:01:53.172534
-2465.653621964449,14:01:53.174050
-793.8382679235133,14:01:53.174309
347.97102754051804,14:01:53.175748
973.1644631995343,14:01:53.175979
264.5295985363442,14:01:53.177302
287.68852284305024,14:01:53.177533
3751.427177732629,14:01:53.178853
3674.5976332203077,14:01:53.179078
-2879.1246790959353,14:01:53.180388
-5596.232062800204,14:01:53.180616
333.02886297472674,14:01:53.181968
6246.089269960125,14:01:53.182182
1037.642895805368,14:01:53.222235
-12626.219745819075,14:01:53.223213
-20083.105252672813,14:01:53.223382
-17722.24289342905,14:01:53.224321
-12244.241511181393,14:01:53.224486
-8729.721337471881,14:01:53.225444
-10160.732018095927,14:01:53.225612
-13766.76705213896,14:01:53.226569
-11110.336537866424,14:01:53.226734
1499.224488523836,14:01:53.271958
17860.142844640726,14:01:53.272219
33039.1777974126,14:01:53.273504
46732.95043649028,14:01:53.273726
55701.58637510702,14:01:53.274943
54644.25654429411,14:01:53.275160
45373.8348696624,14:01:53.276506
36170.98405702579,14:01:53.276726
25926.535392849975,14:01:53.277985
8963.850245097932,14:01:53.278202
-11040.193010135612,14:01:53.321345
-27472.086820542452,14:01:53.321554
-37119.612549805555,14:01:53.322542
-41348.98387961725,14:01:53.322701
-43974.51079301504,14:01:53.323641
-45399.2751411655,14:01:53.323799
-43159.35439525516,14:01:53.324701
-37110.29791649783,14:01:53.324856
-30637.625595013742,14:01:53.325753
-25665.99621807668,14:01:53.325910
-23618.01891653401,14:01:53.326791
-23944.228734980767,14:01:53.326945
-20377.19798704587,14:01:53.327833
-11728.006450928795,14:01:53.327988
-3376.397275959692,14:01:53.371211
-1279.399803248014,14:01:53.371387
-4268.498886552311,14:01:53.372240
24.63715281786972,14:01:53.372386
11588.671455335545,14:01:53.373258
16351.400952754624,14:01:53.373408
15148.83977902038,14:01:53.374227
16176.780760821426,14:01:53.374371
17806.915656204557,14:01:53.375193
16457.027520468127,14:01:53.375336
13705.851745505368,14:01:53.376153
13118.479549251331,14:01:53.376295
13669.068497024424,14:01:53.377142
13212.25318112467,14:01:53.377288
12899.325362516982,14:01:53.421976
13059.633259335158,14:01:53.422234
11842.756868742745,14:01:53.423511
7995.393917893753,14:01:53.423731
2408.921187385838,14:01:53.424968
1028.2259351122898,14:01:53.425189
8318.696798914947,14:01:53.426420
17785.164802533185,14:01:53.426636
21157.309209308205,14:01:53.427873
16560.346152976497,14:01:53.428089
8551.86530709761,14:01:53.472865
4599.184283589866,14:01:53.473193
5218.317173552788,14:01:53.474627
4621.737669165703,14:01:53.474866
651.8602831600792,14:01:53.476183
-2446.3165171824317,14:01:53.476423
-1731.6772084558959,14:01:53.477814
-758.0373112472262,14:01:53.478062
-2383.204648835437,14:01:53.479444
-4601.170942695737,14:01:53.479685
-5453.63190193478,14:01:53.522015
-4642.5649924709,14:01:53.522276
-2439.615891424966,14:01:53.523557
718.7100341135709,14:01:53.523777
2452.8634855579894,14:01:53.525027
-1018.3958272043831,14:01:53.525247
-7418.661529926208,14:01:53.526462
-9284.292594835975,14:01:53.526678
-4154.312906816658,14:01:53.527911
2363.421786050434,14:01:53.528126
3509.4796549338653,14:01:53.572152
337.30313978061076,14:01:53.572455
-1283.8004545017652,14:01:53.573977
73.11030589388679,14:01:53.574221
1359.5799211300512,14:01:53.575533
-87.88262253856126,14:01:53.575769
-2625.8117135547823,14:01:53.577096
-4122.7914789604465,14:01:53.577331
